TIME,X,Y,Z,ACTION
103,0.20,-1.94,9.40,SITTING
166,-0.31,-1.67,9.42,SITTING
179,-0.38,-1.67,9.35,SITTING
192,-0.46,-1.65,9.31,SITTING
208,-0.57,-1.61,9.25,SITTING
221,-0.69,-1.51,9.19,SITTING
234,-0.78,-1.44,9.18,SITTING
247,-0.87,-1.36,9.15,SITTING
260,-0.97,-1.36,9.17,SITTING
273,-1.12,-1.35,9.28,SITTING
286,-1.22,-1.32,9.40,SITTING
299,-1.22,-1.23,9.40,SITTING
312,-1.21,-1.19,9.46,SITTING
325,-1.23,-1.22,9.46,SITTING
338,-1.22,-1.20,9.38,SITTING
351,-1.22,-1.14,9.28,SITTING
364,-1.17,-1.07,9.15,SITTING
377,-1.19,-1.07,9.28,SITTING
390,-1.35,-1.20,9.51,SITTING
403,-1.56,-1.37,9.76,SITTING
416,-1.75,-1.46,9.95,SITTING
431,-1.99,-1.39,9.89,SITTING
444,-2.20,-1.23,9.78,SITTING
457,-2.23,-0.96,9.64,SITTING
470,-2.18,-0.70,9.46,SITTING
483,-2.11,-0.51,9.25,SITTING
496,-2.01,-0.42,9.01,SITTING
509,-1.98,-0.38,8.91,SITTING
522,-1.95,-0.41,8.97,SITTING
535,-1.92,-0.45,9.05,SITTING
548,-1.88,-0.45,9.08,SITTING
561,-1.77,-0.43,9.13,SITTING
574,-1.66,-0.44,9.15,SITTING
587,-1.53,-0.48,9.24,SITTING
600,-1.46,-0.56,9.22,SITTING
613,-1.37,-0.61,9.24,SITTING
626,-1.24,-0.57,9.25,SITTING
639,-1.17,-0.55,9.28,SITTING
653,-1.10,-0.51,9.33,SITTING
666,-1.03,-0.41,9.40,SITTING
679,-1.03,-0.34,9.54,SITTING
692,-1.05,-0.35,9.67,SITTING
705,-1.05,-0.32,9.79,SITTING
718,-1.15,-0.42,9.92,SITTING
731,-1.39,-0.64,10.12,SITTING
744,-1.74,-0.97,10.32,SITTING
757,-2.02,-1.28,10.61,SITTING
770,-2.32,-1.59,10.93,SITTING
783,-2.76,-1.93,11.14,SITTING
796,-3.17,-2.21,11.14,SITTING
809,-3.51,-2.24,10.85,SITTING
822,-3.67,-2.09,10.42,SITTING
835,-3.64,-1.89,10.00,SITTING
848,-3.50,-1.68,9.57,SITTING
861,-3.25,-1.47,9.12,SITTING
875,-2.95,-1.25,8.70,SITTING
888,-2.67,-1.11,8.45,SITTING
901,-2.39,-1.00,8.28,SITTING
914,-2.22,-0.96,8.12,SITTING
927,-2.02,-0.94,8.06,SITTING
940,-1.91,-1.03,8.03,SITTING
953,-1.78,-1.16,8.14,SITTING
966,-1.62,-1.31,8.34,SITTING
979,-1.51,-1.39,8.57,SITTING
992,-1.48,-1.50,8.58,SITTING
1005,-1.42,-1.55,8.57,SITTING
1018,-1.30,-1.54,8.52,SITTING
1031,-1.10,-1.52,8.46,SITTING
