TIME,X,Y,Z,ACTION
103,-1.25,-0.62,8.55,SITTING
166,-0.98,0.90,8.23,SITTING
179,-0.90,0.98,8.49,SITTING
192,-0.70,0.86,8.83,SITTING
208,-0.51,0.36,9.32,SITTING
221,-0.39,-0.13,9.82,SITTING
234,-0.41,-0.43,10.14,SITTING
247,-0.45,-0.53,10.29,SITTING
260,-0.44,-0.48,10.28,SITTING
273,-0.44,-0.39,10.12,SITTING
286,-0.53,-0.42,9.87,SITTING
299,-0.48,-0.37,9.59,SITTING
312,-0.37,-0.22,9.55,SITTING
325,-0.40,-0.03,9.50,SITTING
338,-0.35,0.18,9.34,SITTING
351,-0.05,0.31,9.16,SITTING
364,0.31,0.73,8.75,SITTING
377,0.22,1.18,8.49,SITTING
390,-0.04,1.17,8.59,SITTING
403,-0.14,1.17,8.88,SITTING
416,-0.04,1.21,9.20,SITTING
431,0.03,1.20,9.43,SITTING
444,0.12,1.15,9.47,SITTING
457,0.23,1.08,9.44,SITTING
470,0.39,1.02,9.42,SITTING
483,0.54,1.04,9.49,SITTING
496,0.70,0.99,9.51,SITTING
509,0.76,0.87,9.54,SITTING
522,0.84,0.70,9.54,SITTING
535,0.93,0.51,9.52,SITTING
548,0.99,0.35,9.57,SITTING
561,0.96,0.21,9.59,SITTING
574,1.03,0.16,9.65,SITTING
587,1.08,0.12,9.82,SITTING
600,1.02,0.02,9.96,SITTING
613,0.91,-0.06,10.12,SITTING
626,0.83,-0.12,10.28,SITTING
639,0.71,-0.16,10.34,SITTING
652,0.66,-0.18,10.44,SITTING
667,0.61,-0.26,10.42,SITTING
680,0.59,-0.34,10.33,SITTING
693,0.59,-0.41,10.22,SITTING
706,0.57,-0.47,10.10,SITTING
719,0.57,-0.54,10.01,SITTING
732,0.54,-0.56,9.90,SITTING
745,0.51,-0.63,9.75,SITTING
758,0.50,-0.68,9.57,SITTING
771,0.52,-0.75,9.44,SITTING
784,0.49,-0.79,9.37,SITTING
797,0.49,-0.79,9.38,SITTING
810,0.48,-0.81,9.52,SITTING
823,0.29,-0.93,9.67,SITTING
836,-0.09,-1.11,9.84,SITTING
849,-0.54,-1.28,10.03,SITTING
862,-1.04,-1.41,10.20,SITTING
875,-1.44,-1.46,10.32,SITTING
888,-1.81,-1.47,10.41,SITTING
902,-2.11,-1.40,10.53,SITTING
915,-2.25,-1.22,10.56,SITTING
928,-2.27,-1.00,10.52,SITTING
941,-2.28,-0.77,10.40,SITTING
954,-2.09,-0.52,10.16,SITTING
967,-1.92,-0.25,9.87,SITTING
980,-1.77,-0.08,9.51,SITTING
993,-1.54,0.11,9.22,SITTING
