TIME,X,Y,Z,ACTION
102,-1.51,0.91,8.78,SITTING
165,-1.23,0.85,9.16,SITTING
178,-1.24,0.71,9.17,SITTING
191,-1.24,0.59,9.22,SITTING
207,-1.32,0.52,9.35,SITTING
220,-1.34,0.58,9.47,SITTING
233,-1.33,0.62,9.48,SITTING
246,-1.34,0.58,9.55,SITTING
259,-1.36,0.55,9.64,SITTING
272,-1.37,0.65,9.66,SITTING
285,-1.42,0.98,9.70,SITTING
298,-1.48,1.33,9.81,SITTING
311,-1.40,1.35,10.20,SITTING
324,-1.36,0.83,10.80,SITTING
337,-1.33,0.18,11.29,SITTING
350,-1.19,-0.14,11.39,SITTING
363,-1.06,-0.22,11.29,SITTING
376,-0.94,-0.30,11.06,SITTING
389,-0.89,-0.45,10.69,SITTING
402,-0.82,-0.59,10.23,SITTING
415,-0.74,-0.72,9.82,SITTING
430,-0.77,-0.73,9.39,SITTING
443,-0.88,-0.46,9.08,SITTING
456,-1.06,-0.24,8.87,SITTING
469,-1.22,-0.05,8.80,SITTING
482,-1.34,0.03,8.82,SITTING
495,-1.42,-0.01,8.95,SITTING
508,-1.53,-0.13,9.11,SITTING
521,-1.61,-0.35,9.37,SITTING
534,-1.70,-0.63,9.66,SITTING
547,-1.83,-0.89,9.95,SITTING
560,-1.90,-1.05,10.09,SITTING
573,-1.88,-1.06,10.09,SITTING
586,-1.74,-0.90,9.92,SITTING
599,-1.55,-0.70,9.71,SITTING
612,-1.32,-0.53,9.42,SITTING
625,-1.11,-0.41,9.12,SITTING
638,-0.89,-0.33,8.83,SITTING
653,-0.65,-0.25,8.66,SITTING
666,-0.54,-0.19,8.66,SITTING
679,-0.49,-0.17,8.80,SITTING
692,-0.42,-0.11,9.00,SITTING
705,-0.28,0.00,9.08,SITTING
718,-0.15,0.08,9.19,SITTING
731,-0.04,0.09,9.26,SITTING
744,0.09,0.11,9.33,SITTING
757,0.18,0.12,9.40,SITTING
770,0.22,0.11,9.53,SITTING
783,0.28,0.03,9.72,SITTING
796,0.30,-0.08,9.90,SITTING
809,0.25,-0.21,10.09,SITTING
822,0.16,-0.35,10.28,SITTING
835,0.03,-0.39,10.32,SITTING
848,-0.03,-0.38,10.32,SITTING
861,0.02,-0.11,10.27,SITTING
874,0.17,-0.06,10.32,SITTING
888,0.19,-0.21,10.49,SITTING
901,0.09,-0.51,10.69,SITTING
914,-0.10,-0.93,11.06,SITTING
927,-0.38,-1.30,11.32,SITTING
940,-0.76,-1.61,11.51,SITTING
953,-1.06,-1.77,11.50,SITTING
966,-1.31,-1.74,11.27,SITTING
979,-1.44,-1.62,11.00,SITTING
992,-1.51,-1.47,10.61,SITTING
1005,-1.42,-1.28,10.22,SITTING
1018,-1.26,-1.04,9.93,SITTING
1031,-1.19,-0.82,9.73,SITTING
1044,-1.24,-0.66,9.69,SITTING
1057,-1.33,-0.65,9.76,SITTING
1070,-1.43,-0.80,9.95,SITTING
1083,-1.59,-1.02,10.08,SITTING
1099,-1.83,-1.28,10.16,SITTING
1112,-2.02,-1.33,10.09,SITTING
1125,-2.15,-1.32,9.93,SITTING
1138,-2.25,-1.22,9.63,SITTING
1151,-2.37,-1.09,9.28,SITTING
1164,-2.46,-0.85,8.90,SITTING
