TIME,X,Y,Z,ACTION
103,-0.08,-0.99,9.44,SITTING
166,-0.00,-0.79,10.03,SITTING
179,0.03,-0.79,10.04,SITTING
192,0.03,-0.86,10.10,SITTING
205,0.08,-0.90,10.09,SITTING
218,0.12,-0.88,10.04,SITTING
231,0.12,-0.78,9.92,SITTING
244,0.11,-0.62,9.76,SITTING
257,0.08,-0.49,9.64,SITTING
270,0.08,-0.40,9.44,SITTING
283,0.13,-0.34,9.25,SITTING
296,0.15,-0.27,9.04,SITTING
309,0.18,-0.18,8.92,SITTING
322,0.19,-0.14,8.77,SITTING
335,0.18,-0.14,8.77,SITTING
348,0.11,-0.12,8.83,SITTING
361,0.07,-0.09,8.93,SITTING
374,-0.02,-0.12,9.09,SITTING
387,-0.12,-0.13,9.22,SITTING
400,-0.27,-0.15,9.41,SITTING
413,-0.38,-0.17,9.49,SITTING
426,-0.45,-0.18,9.62,SITTING
439,-0.49,-0.23,9.73,SITTING
452,-0.53,-0.23,9.77,SITTING
465,-0.58,-0.22,9.79,SITTING
478,-0.64,-0.17,9.88,SITTING
491,-0.72,-0.11,9.94,SITTING
504,-0.83,-0.02,9.91,SITTING
517,-0.90,0.08,9.88,SITTING
530,-0.97,0.15,9.83,SITTING
543,-1.02,0.18,9.79,SITTING
556,-1.03,0.17,9.76,SITTING
569,-1.08,0.12,9.81,SITTING
582,-1.10,0.06,9.87,SITTING
595,-1.07,-0.02,9.98,SITTING
608,-1.04,-0.06,9.98,SITTING
621,-1.04,-0.08,9.98,SITTING
634,-0.98,-0.12,9.96,SITTING
647,-0.94,-0.13,9.96,SITTING
660,-0.90,-0.05,9.91,SITTING
673,-0.88,0.28,9.73,SITTING
686,-0.89,0.53,9.59,SITTING
699,-0.99,0.28,9.84,SITTING
712,-1.04,-0.08,10.30,SITTING
725,-1.06,-0.40,10.82,SITTING
738,-1.20,-0.83,11.39,SITTING
751,-1.41,-1.42,11.90,SITTING
764,-1.56,-1.93,12.15,SITTING
777,-1.57,-2.12,12.16,SITTING
790,-1.35,-2.07,11.82,SITTING
803,-1.12,-1.90,11.20,SITTING
816,-0.95,-1.71,10.45,SITTING
829,-0.78,-1.47,9.61,SITTING
842,-0.60,-1.24,8.91,SITTING
855,-0.48,-1.06,8.55,SITTING
868,-0.40,-0.89,8.39,SITTING
881,-0.46,-0.72,8.40,SITTING
894,-0.57,-0.57,8.58,SITTING
907,-0.64,-0.49,8.87,SITTING
920,-0.67,-0.65,9.23,SITTING
933,-0.67,-1.15,9.82,SITTING
946,-0.73,-1.74,10.49,SITTING
959,-0.79,-2.11,10.88,SITTING
972,-0.72,-2.12,10.92,SITTING
985,-0.49,-1.94,10.69,SITTING
998,-0.26,-1.77,10.27,SITTING
1011,-0.02,-1.55,9.71,SITTING
1024,0.25,-1.37,9.13,SITTING
1037,0.53,-1.19,8.63,SITTING
