TIME,X,Y,Z,ACTION
103,0.27,-1.77,11.49,SITTING
166,-0.54,-1.87,10.91,SITTING
179,-0.75,-1.90,10.70,SITTING
192,-0.93,-1.96,10.59,SITTING
205,-1.05,-1.96,10.46,SITTING
218,-1.08,-1.87,10.24,SITTING
231,-1.10,-1.64,9.80,SITTING
244,-1.11,-1.40,9.39,SITTING
257,-1.10,-1.25,9.07,SITTING
270,-1.10,-1.15,8.89,SITTING
283,-1.15,-1.12,8.91,SITTING
296,-1.20,-1.12,9.05,SITTING
309,-1.19,-1.23,9.19,SITTING
322,-1.18,-1.38,9.29,SITTING
335,-1.22,-1.53,9.38,SITTING
348,-1.34,-1.63,9.31,SITTING
361,-1.43,-1.62,9.17,SITTING
374,-1.53,-1.54,8.99,SITTING
387,-1.64,-1.39,8.77,SITTING
400,-1.67,-1.21,8.53,SITTING
413,-1.76,-0.99,8.36,SITTING
426,-1.84,-0.80,8.34,SITTING
439,-1.98,-0.54,8.36,SITTING
452,-2.07,-0.26,8.33,SITTING
465,-2.13,0.05,8.33,SITTING
478,-2.18,0.34,8.32,SITTING
491,-2.17,0.57,8.44,SITTING
504,-2.16,0.73,8.63,SITTING
517,-2.20,0.80,8.79,SITTING
530,-2.30,0.86,8.93,SITTING
543,-2.42,0.91,9.04,SITTING
556,-2.49,0.93,9.02,SITTING
569,-2.54,0.98,9.01,SITTING
582,-2.60,0.99,9.04,SITTING
595,-2.61,0.98,9.08,SITTING
608,-2.57,0.96,9.06,SITTING
621,-2.49,0.84,9.07,SITTING
634,-2.32,0.67,9.16,SITTING
647,-2.15,0.51,9.25,SITTING
660,-1.98,0.36,9.35,SITTING
673,-1.89,0.23,9.48,SITTING
686,-1.91,0.34,9.50,SITTING
699,-1.99,0.83,9.46,SITTING
712,-2.21,0.99,9.79,SITTING
725,-2.46,0.66,10.31,SITTING
738,-2.56,0.21,10.64,SITTING
751,-2.46,-0.12,11.00,SITTING
764,-2.34,-0.54,11.30,SITTING
777,-2.30,-1.06,11.40,SITTING
790,-2.18,-1.61,11.31,SITTING
803,-2.01,-2.11,11.14,SITTING
816,-1.85,-2.51,10.93,SITTING
829,-1.75,-2.60,10.60,SITTING
842,-1.67,-2.29,10.13,SITTING
855,-1.59,-1.88,9.56,SITTING
868,-1.39,-1.56,9.08,SITTING
881,-1.16,-1.35,8.69,SITTING
894,-0.97,-1.26,8.50,SITTING
907,-0.90,-1.24,8.47,SITTING
