TIME,X,Y,Z,ACTION
103,-1.97,-0.70,7.84,SITTING
166,-1.76,-0.38,7.79,SITTING
179,-1.67,-0.41,7.72,SITTING
192,-1.59,-0.46,7.53,SITTING
208,-1.54,-0.68,7.45,SITTING
221,-1.49,-0.85,7.54,SITTING
234,-1.43,-0.82,7.68,SITTING
247,-1.41,-0.67,7.91,SITTING
260,-1.47,-0.53,8.07,SITTING
273,-1.56,-0.47,8.11,SITTING
286,-1.56,-0.50,8.06,SITTING
299,-1.50,-0.54,8.02,SITTING
312,-1.36,-0.54,7.95,SITTING
325,-1.24,-0.60,8.00,SITTING
338,-1.25,-0.84,8.12,SITTING
351,-1.35,-1.25,8.32,SITTING
364,-1.38,-1.45,8.61,SITTING
377,-1.31,-1.24,8.92,SITTING
390,-1.27,-0.88,9.17,SITTING
403,-1.24,-0.67,9.36,SITTING
416,-1.19,-0.67,9.52,SITTING
431,-1.05,-0.84,9.70,SITTING
444,-0.96,-0.98,9.73,SITTING
457,-0.90,-1.13,9.75,SITTING
470,-0.87,-1.26,9.76,SITTING
483,-0.85,-1.38,9.89,SITTING
496,-0.73,-1.48,9.94,SITTING
509,-0.66,-1.56,9.87,SITTING
522,-0.59,-1.61,9.86,SITTING
535,-0.64,-1.62,9.85,SITTING
548,-0.62,-1.53,9.71,SITTING
561,-0.47,-1.43,9.49,SITTING
574,-0.28,-1.33,9.28,SITTING
587,-0.16,-1.27,9.14,SITTING
600,-0.12,-1.20,8.89,SITTING
613,-0.16,-1.12,8.81,SITTING
626,-0.27,-1.03,8.76,SITTING
639,-0.42,-0.93,8.80,SITTING
654,-0.51,-0.74,8.83,SITTING
667,-0.59,-0.59,8.76,SITTING
680,-0.64,-0.51,8.67,SITTING
693,-0.68,-0.48,8.56,SITTING
706,-0.66,-0.45,8.50,SITTING
719,-0.67,-0.42,8.56,SITTING
732,-0.59,-0.33,8.58,SITTING
745,-0.51,-0.22,8.64,SITTING
758,-0.42,-0.19,8.62,SITTING
771,-0.33,-0.13,8.60,SITTING
784,-0.21,-0.07,8.54,SITTING
797,-0.05,-0.03,8.61,SITTING
810,-0.00,-0.01,8.72,SITTING
823,0.01,0.01,8.94,SITTING
836,-0.02,0.10,9.11,SITTING
849,-0.01,0.18,9.23,SITTING
862,0.03,0.20,9.27,SITTING
875,0.09,0.24,9.34,SITTING
889,0.10,0.30,9.41,SITTING
902,0.12,0.34,9.57,SITTING
915,0.06,0.30,9.70,SITTING
928,-0.04,0.24,9.89,SITTING
941,-0.17,0.20,10.12,SITTING
954,-0.31,0.19,10.29,SITTING
967,-0.42,0.20,10.42,SITTING
980,-0.55,0.18,10.44,SITTING
993,-0.68,0.19,10.43,SITTING
1006,-0.82,0.17,10.34,SITTING
1019,-0.95,0.19,10.22,SITTING
1032,-1.02,0.17,10.14,SITTING
1045,-1.07,0.18,10.11,SITTING
1058,-1.11,0.20,10.13,SITTING
1071,-1.14,0.20,10.19,SITTING
1084,-1.19,0.19,10.31,SITTING
1097,-1.27,0.20,10.47,SITTING
1112,-1.25,0.25,10.52,SITTING
1125,-1.18,0.30,10.53,SITTING
1138,-1.11,0.32,10.56,SITTING
1151,-1.06,0.25,10.69,SITTING
1164,-1.06,0.10,10.88,SITTING
1177,-1.09,-0.18,11.20,SITTING
1190,-1.18,-0.55,11.54,SITTING
1203,-1.29,-0.85,11.74,SITTING
1216,-1.41,-1.09,11.78,SITTING
1229,-1.49,-1.31,11.72,SITTING
1242,-1.57,-1.56,11.48,SITTING
1255,-1.61,-1.75,11.15,SITTING
1268,-1.72,-1.71,10.66,SITTING
1281,-1.82,-1.76,10.22,SITTING
1294,-1.88,-1.66,9.53,SITTING
1307,-1.92,-1.44,8.95,SITTING
1322,-2.07,-1.24,8.40,SITTING
1335,-2.26,-1.12,8.15,SITTING
1348,-2.40,-1.02,8.01,SITTING
1361,-2.50,-0.87,7.99,SITTING
1374,-2.53,-0.71,8.11,SITTING
1387,-2.54,-0.65,8.27,SITTING
1400,-2.55,-0.66,8.41,SITTING
1413,-2.52,-0.72,8.42,SITTING
1426,-2.45,-0.79,8.42,SITTING
1439,-2.27,-0.86,8.32,SITTING
1452,-1.98,-0.81,8.21,SITTING
1465,-1.64,-0.66,8.10,SITTING
1478,-1.34,-0.51,8.01,SITTING
1491,-1.11,-0.41,8.04,SITTING
1504,-0.91,-0.27,8.14,SITTING
1517,-0.65,-0.06,8.15,SITTING
1532,-0.36,0.15,8.19,SITTING
1545,-0.17,0.23,8.20,SITTING
1558,-0.04,0.25,8.25,SITTING
1571,0.04,0.26,8.37,SITTING
1584,0.09,0.25,8.57,SITTING
1597,0.16,0.18,8.81,SITTING
1610,0.20,0.03,9.15,SITTING
1623,0.26,-0.13,9.48,SITTING
1636,0.29,-0.30,9.73,SITTING
1649,0.25,-0.41,10.05,SITTING
1662,0.21,-0.58,10.41,SITTING
1675,0.19,-0.75,10.77,SITTING
1688,0.25,-0.85,11.10,SITTING
1701,0.34,-0.87,11.32,SITTING
1714,0.49,-0.86,11.41,SITTING
1727,0.67,-0.82,11.43,SITTING
1740,0.81,-0.84,11.33,SITTING
1755,0.92,-1.00,11.24,SITTING
1768,0.85,-1.21,11.23,SITTING
1781,0.74,-1.41,11.25,SITTING
1794,0.56,-1.63,11.40,SITTING
1807,0.37,-1.83,11.64,SITTING
1820,0.17,-2.00,11.76,SITTING
1833,0.07,-2.18,11.79,SITTING
1846,-0.03,-2.38,11.67,SITTING
1859,-0.13,-2.41,11.34,SITTING
1872,-0.13,-2.21,10.86,SITTING
1885,-0.08,-1.99,10.41,SITTING
1898,0.02,-1.81,9.99,SITTING
1911,0.15,-1.68,9.75,SITTING
1924,0.27,-1.64,9.68,SITTING
1937,0.39,-1.66,9.67,SITTING
1950,0.43,-1.72,9.67,SITTING
1963,0.27,-1.85,9.67,SITTING
1978,0.03,-1.95,9.59,SITTING
1991,-0.08,-1.94,9.48,SITTING
2004,-0.19,-1.86,9.25,SITTING
2017,-0.34,-1.68,8.91,SITTING
2030,-0.46,-1.47,8.55,SITTING
2043,-0.53,-1.26,8.15,SITTING
2056,-0.60,-1.11,7.87,SITTING
2069,-0.66,-0.97,7.67,SITTING
2082,-0.75,-0.84,7.56,SITTING
2095,-0.87,-0.63,7.50,SITTING
2108,-0.97,-0.42,7.44,SITTING
2121,-1.03,-0.20,7.41,SITTING
2134,-1.06,0.07,7.46,SITTING
2147,-1.12,0.26,7.57,SITTING
2160,-1.13,0.45,7.63,SITTING
2173,-1.10,0.60,7.64,SITTING
2186,-1.12,0.65,7.72,SITTING
2201,-1.13,0.62,7.95,SITTING
2214,-1.18,0.54,8.20,SITTING
2227,-1.28,0.45,8.56,SITTING
2240,-1.40,0.37,8.95,SITTING
2253,-1.60,0.22,9.31,SITTING
2266,-1.85,0.04,9.63,SITTING
2279,-2.12,-0.13,9.96,SITTING
2292,-2.28,-0.10,10.17,SITTING
2305,-2.27,0.35,10.17,SITTING
2318,-2.05,0.98,10.20,SITTING
2331,-1.96,0.83,10.69,SITTING
2344,-2.20,0.29,11.42,SITTING
2357,-2.33,-0.06,11.92,SITTING
2370,-2.34,-0.61,12.31,SITTING
2383,-2.17,-1.25,12.62,SITTING
2396,-1.74,-1.79,12.52,SITTING
2411,-1.13,-2.18,11.95,SITTING
2424,-0.64,-2.46,11.10,SITTING
2437,-0.18,-2.45,10.43,SITTING
2450,0.17,-2.15,9.83,SITTING
2463,0.38,-1.84,9.55,SITTING
2476,0.41,-1.70,9.55,SITTING
2489,0.26,-1.79,9.77,SITTING
2502,0.01,-2.00,10.10,SITTING
2515,-0.27,-2.27,10.34,SITTING
2528,-0.50,-2.42,10.37,SITTING
2541,-0.57,-2.39,10.37,SITTING
2554,-0.51,-2.24,10.18,SITTING
2567,-0.36,-2.02,9.89,SITTING
2580,-0.27,-1.82,9.61,SITTING
2593,-0.15,-1.62,9.29,SITTING
2606,0.07,-1.35,9.04,SITTING
2619,0.31,-1.14,8.76,SITTING
2634,0.64,-0.94,8.46,SITTING
2647,0.82,-0.87,8.29,SITTING
2660,0.97,-0.88,8.26,SITTING
2673,0.96,-0.84,8.27,SITTING
2686,0.93,-0.77,8.37,SITTING
2699,1.02,-0.61,8.47,SITTING
2712,1.12,-0.56,8.57,SITTING
2725,1.15,-0.58,8.63,SITTING
2738,1.13,-0.66,8.64,SITTING
2751,1.12,-0.74,8.64,SITTING
2764,1.06,-0.80,8.75,SITTING
2777,0.96,-0.88,8.99,SITTING
2790,0.79,-0.97,9.23,SITTING
2803,0.71,-0.99,9.49,SITTING
2816,0.64,-1.00,9.76,SITTING
2829,0.62,-1.02,10.02,SITTING
2842,0.53,-1.08,10.23,SITTING
2857,0.48,-0.86,10.28,SITTING
2870,0.46,-0.85,10.50,SITTING
2883,0.35,-1.29,10.94,SITTING
2896,0.07,-1.77,11.33,SITTING
2909,-0.33,-2.13,11.45,SITTING
2922,-0.79,-2.31,11.47,SITTING
2935,-1.22,-2.54,11.59,SITTING
2948,-1.60,-2.85,11.73,SITTING
2961,-1.79,-3.11,11.80,SITTING
2974,-1.88,-3.17,11.71,SITTING
2987,-1.78,-3.02,11.33,SITTING
