TIME,X,Y,Z,ACTION
103,-0.64,1.42,9.52,SITTING
166,-0.70,0.54,9.53,SITTING
179,-0.60,0.65,9.56,SITTING
192,-0.60,0.67,9.65,SITTING
212,-0.70,0.58,9.96,SITTING
225,-0.67,0.60,10.21,SITTING
238,-0.75,0.52,10.43,SITTING
251,-0.99,0.36,10.52,SITTING
264,-1.28,0.20,10.47,SITTING
277,-1.37,0.10,10.38,SITTING
290,-1.38,0.06,10.34,SITTING
303,-1.44,-0.00,10.30,SITTING
316,-1.52,-0.05,10.24,SITTING
329,-1.52,0.02,10.10,SITTING
342,-1.43,0.14,9.89,SITTING
355,-1.33,0.23,9.63,SITTING
368,-1.33,0.31,9.42,SITTING
381,-1.35,0.38,9.29,SITTING
394,-1.24,0.45,9.22,SITTING
407,-1.12,0.50,9.14,SITTING
420,-1.08,0.48,9.08,SITTING
433,-1.00,0.48,9.11,SITTING
448,-0.76,0.51,9.18,SITTING
461,-0.70,0.42,9.23,SITTING
474,-0.71,0.33,9.34,SITTING
487,-0.74,0.22,9.45,SITTING
500,-0.79,0.09,9.51,SITTING
513,-0.85,0.01,9.47,SITTING
526,-0.88,0.02,9.41,SITTING
539,-0.86,0.14,9.30,SITTING
552,-0.85,-0.06,9.10,SITTING
565,-0.74,-0.15,8.93,SITTING
578,-0.65,-0.13,8.81,SITTING
591,-0.59,-0.01,8.73,SITTING
604,-0.59,0.11,8.77,SITTING
617,-0.61,0.24,8.79,SITTING
630,-0.71,0.47,9.09,SITTING
643,-0.89,0.71,9.69,SITTING
656,-1.11,0.82,10.09,SITTING
670,-1.36,0.81,10.37,SITTING
683,-1.41,0.66,10.29,SITTING
696,-1.36,0.44,10.12,SITTING
709,-1.35,0.19,9.80,SITTING
722,-1.32,-0.05,9.51,SITTING
735,-1.35,-0.20,9.41,SITTING
748,-1.47,-0.33,9.33,SITTING
761,-1.60,-0.38,9.27,SITTING
774,-1.68,-0.32,9.29,SITTING
787,-1.67,-0.21,9.31,SITTING
800,-1.66,-0.10,9.31,SITTING
813,-1.67,-0.08,9.22,SITTING
826,-1.72,-0.06,9.14,SITTING
839,-1.81,-0.10,9.09,SITTING
852,-1.93,-0.11,8.99,SITTING
865,-2.05,-0.12,8.99,SITTING
878,-2.68,0.15,9.95,SITTING
892,-2.83,0.22,10.10,SITTING
905,-2.83,0.13,9.91,SITTING
918,-2.73,0.09,9.71,SITTING
931,-2.56,0.01,9.46,SITTING
944,-2.38,-0.04,9.37,SITTING
957,-2.33,-0.11,9.35,SITTING
970,-2.18,-0.44,9.45,SITTING
983,-1.96,-0.95,9.78,SITTING
996,-1.83,-1.33,10.25,SITTING
1009,-1.86,-1.56,10.48,SITTING
1022,-1.90,-1.59,10.34,SITTING
1035,-1.95,-1.40,9.96,SITTING
1048,-1.97,-1.17,9.78,SITTING
1061,-1.95,-1.00,9.77,SITTING
1074,-1.88,-0.80,9.79,SITTING
1087,-1.72,-0.53,9.87,SITTING
1100,-1.42,-0.33,9.73,SITTING
1115,-1.13,-0.36,9.29,SITTING
1128,-0.94,-0.49,9.01,SITTING
1141,-0.83,-0.66,8.91,SITTING
1154,-0.71,-0.73,8.96,SITTING
1167,-0.73,-0.57,9.36,SITTING
1180,-0.77,-0.36,9.76,SITTING
1193,-0.90,-0.29,9.72,SITTING
1206,-1.14,-0.36,9.38,SITTING
1219,-1.31,-0.51,9.00,SITTING
1232,-1.39,-0.64,8.80,SITTING
1245,-1.47,-0.71,8.76,SITTING
1258,-1.44,-0.69,8.89,SITTING
1271,-1.42,-0.58,8.96,SITTING
1284,-1.38,-0.57,9.02,SITTING
1297,-1.29,-0.58,8.96,SITTING
1310,-1.17,-0.62,8.74,SITTING
1325,-0.97,-0.65,8.60,SITTING
1338,-0.73,-0.72,8.67,SITTING
1351,-0.54,-0.86,8.86,SITTING
1364,-0.51,-1.07,9.10,SITTING
1377,-0.57,-1.27,9.26,SITTING
1390,-0.55,-1.40,9.24,SITTING
1403,-0.52,-1.34,9.11,SITTING
1416,-0.49,-1.18,8.81,SITTING
1429,-0.54,-1.11,8.43,SITTING
1442,-0.62,-1.06,8.09,SITTING
1455,-0.62,-0.85,7.79,SITTING
1468,-0.64,-0.56,7.57,SITTING
1481,-0.71,-0.31,7.50,SITTING
1494,-0.92,-0.18,7.72,SITTING
1507,-1.22,-0.04,8.04,SITTING
1520,-1.65,0.09,8.23,SITTING
1533,-2.04,0.12,8.56,SITTING
1548,-2.20,0.04,8.98,SITTING
1561,-2.16,-0.20,9.41,SITTING
1574,-2.10,-0.38,9.71,SITTING
1587,-2.17,-0.37,9.80,SITTING
1600,-2.31,-0.23,9.62,SITTING
1613,-2.28,-0.13,9.45,SITTING
1626,-2.37,-0.02,9.12,SITTING
1639,-2.11,0.03,8.89,SITTING
1652,-1.85,0.03,8.91,SITTING
1665,-1.80,0.11,8.76,SITTING
1678,-1.84,0.39,8.55,SITTING
1691,-1.77,0.66,8.51,SITTING
1704,-1.68,0.64,8.45,SITTING
1717,-1.67,0.58,8.32,SITTING
1730,-1.62,0.50,8.73,SITTING
1743,-1.65,0.54,8.64,SITTING
1756,-1.69,0.54,8.62,SITTING
1771,-1.79,0.57,8.57,SITTING
1784,-1.63,0.45,8.44,SITTING
1797,-1.30,0.24,8.33,SITTING
1810,-1.18,0.06,8.72,SITTING
1823,-1.11,-0.25,8.76,SITTING
1836,-0.98,-0.48,8.93,SITTING
1849,-1.00,-0.50,9.37,SITTING
1862,-0.94,-0.60,9.71,SITTING
1875,-0.93,-0.85,10.13,SITTING
1888,-1.05,-1.08,11.08,SITTING
1901,-1.32,-1.05,12.14,SITTING
1914,-1.51,-0.89,12.59,SITTING
1927,-1.48,-0.87,12.44,SITTING
1940,-1.33,-0.80,12.07,SITTING
1953,-1.24,-0.71,11.74,SITTING
1966,-1.19,-0.65,11.57,SITTING
1981,-1.20,-0.56,11.60,SITTING
1994,-1.36,-0.64,11.45,SITTING
2007,-1.41,-0.13,11.36,SITTING
2020,-1.10,0.00,11.25,SITTING
2033,-0.97,-0.05,11.08,SITTING
2046,-1.00,-0.02,11.03,SITTING
2059,-0.97,0.09,11.13,SITTING
2072,-0.89,0.13,11.33,SITTING
2085,-0.81,0.20,11.49,SITTING
2098,-0.72,0.26,11.63,SITTING
2111,-0.71,0.25,11.69,SITTING
2124,-0.64,0.23,11.64,SITTING
2137,-0.59,0.12,11.35,SITTING
2150,-0.50,0.03,11.12,SITTING
2163,-0.44,-0.02,10.89,SITTING
2176,-0.41,0.05,10.59,SITTING
2189,-0.46,0.11,10.38,SITTING
2204,-0.51,0.18,10.39,SITTING
2217,-0.66,0.30,10.65,SITTING
2230,-0.73,0.40,11.10,SITTING
2243,-0.75,0.38,11.31,SITTING
2256,-0.71,0.31,11.16,SITTING
2269,-0.52,0.24,10.76,SITTING
2282,-0.41,0.26,10.34,SITTING
2295,-0.34,0.33,9.96,SITTING
2308,-0.25,0.38,9.67,SITTING
2321,-0.20,0.46,9.45,SITTING
2334,-0.19,0.60,9.30,SITTING
2347,-0.21,0.70,9.13,SITTING
2360,-0.21,0.77,9.04,SITTING
2373,-0.10,0.84,8.97,SITTING
2386,-0.09,0.93,8.87,SITTING
2399,0.01,0.95,8.83,SITTING
2413,0.00,0.96,8.91,SITTING
2426,-0.09,0.95,9.03,SITTING
2439,-0.14,0.88,9.08,SITTING
2452,-0.24,0.83,9.21,SITTING
2465,-0.29,0.78,9.44,SITTING
2478,-0.22,0.74,9.66,SITTING
2491,-0.14,0.68,9.75,SITTING
2504,-0.17,0.61,9.77,SITTING
2517,-0.24,0.57,9.73,SITTING
2530,-0.38,0.53,9.72,SITTING
2543,-0.52,0.51,9.70,SITTING
2556,-0.70,0.48,9.85,SITTING
2569,-0.89,0.45,10.15,SITTING
2582,-0.87,0.40,10.31,SITTING
2595,-0.83,0.35,10.39,SITTING
2608,-0.78,0.38,10.33,SITTING
2621,-0.72,0.38,10.15,SITTING
2635,-0.68,0.32,10.04,SITTING
2648,-0.69,0.35,10.08,SITTING
2661,-0.69,0.46,10.08,SITTING
2674,-0.68,0.51,10.14,SITTING
2687,-0.73,0.54,10.15,SITTING
2700,-0.71,0.59,10.14,SITTING
2713,-0.76,0.55,10.10,SITTING
2726,-0.53,0.71,10.25,SITTING
2739,-0.45,0.72,10.30,SITTING
2752,-0.43,0.66,10.32,SITTING
2765,-0.33,0.63,10.33,SITTING
2778,-0.26,0.61,10.31,SITTING
2791,-0.13,0.58,10.32,SITTING
2804,0.02,0.59,10.30,SITTING
2817,0.10,0.55,10.34,SITTING
2830,0.14,0.51,10.44,SITTING
2843,0.15,0.43,10.58,SITTING
2858,0.18,0.32,10.83,SITTING
2871,0.25,0.25,10.94,SITTING
2884,0.34,0.17,10.84,SITTING
2897,0.38,0.07,10.70,SITTING
2910,0.39,0.01,10.62,SITTING
2923,0.41,0.00,10.45,SITTING
2936,0.40,0.03,10.35,SITTING
2949,0.28,0.06,10.38,SITTING
2962,0.06,0.08,10.44,SITTING
2975,-0.13,0.02,10.38,SITTING
2988,-0.28,-0.03,10.32,SITTING
3001,-0.37,0.07,10.16,SITTING
3014,-0.39,0.20,9.92,SITTING
3027,-0.39,0.26,9.60,SITTING
3040,-0.40,0.19,9.41,SITTING
3053,-0.47,0.23,9.31,SITTING
3066,-0.55,0.39,9.26,SITTING
3081,-0.63,0.61,9.19,SITTING
3094,-0.61,0.68,8.98,SITTING
