TIME,X,Y,Z,ACTION
103,-0.06,-0.90,9.23,SITTING
166,0.19,-1.34,8.87,SITTING
179,0.16,-1.50,9.01,SITTING
192,0.24,-1.46,9.17,SITTING
208,0.19,-1.42,9.52,SITTING
221,0.20,-1.28,9.70,SITTING
234,0.28,-1.13,9.75,SITTING
247,0.30,-1.05,9.77,SITTING
260,0.34,-1.07,9.81,SITTING
273,0.42,-1.19,9.75,SITTING
286,0.52,-1.29,9.72,SITTING
299,0.60,-1.40,9.70,SITTING
312,0.57,-1.46,9.61,SITTING
325,0.59,-1.40,9.58,SITTING
338,0.53,-1.36,9.57,SITTING
351,0.48,-1.34,9.60,SITTING
364,0.33,-1.42,9.78,SITTING
377,0.17,-1.49,10.04,SITTING
390,-0.03,-1.43,10.23,SITTING
403,-0.11,-1.08,10.23,SITTING
416,-0.18,-0.93,10.38,SITTING
429,-0.31,-0.94,10.63,SITTING
444,-0.45,-1.10,11.02,SITTING
457,-0.63,-1.34,11.19,SITTING
470,-0.92,-1.73,11.37,SITTING
483,-1.19,-2.23,11.59,SITTING
496,-1.30,-2.57,11.82,SITTING
509,-1.40,-2.78,11.88,SITTING
522,-1.48,-2.82,11.66,SITTING
535,-1.24,-2.73,11.11,SITTING
548,-0.94,-2.48,10.54,SITTING
561,-0.61,-2.17,9.96,SITTING
574,-0.34,-1.92,9.48,SITTING
587,-0.17,-1.86,9.08,SITTING
600,-0.12,-1.95,8.82,SITTING
613,-0.19,-2.09,8.78,SITTING
626,-0.47,-2.15,8.82,SITTING
639,-0.87,-2.11,8.94,SITTING
653,-1.24,-2.00,9.06,SITTING
666,-1.50,-1.83,8.98,SITTING
679,-1.68,-1.69,8.90,SITTING
692,-1.83,-1.61,8.81,SITTING
705,-2.00,-1.57,8.66,SITTING
718,-2.21,-1.53,8.56,SITTING
731,-2.36,-1.39,8.49,SITTING
744,-2.46,-1.16,8.40,SITTING
757,-2.54,-0.90,8.37,SITTING
770,-2.65,-0.65,8.32,SITTING
783,-2.66,-0.46,8.31,SITTING
796,-2.64,-0.30,8.31,SITTING
809,-2.53,-0.21,8.35,SITTING
822,-2.39,-0.16,8.42,SITTING
835,-2.30,-0.18,8.54,SITTING
848,-2.20,-0.13,8.55,SITTING
861,-2.03,-0.08,8.52,SITTING
875,-1.90,-0.07,8.61,SITTING
888,-1.92,-0.14,8.71,SITTING
901,-2.00,-0.16,8.77,SITTING
914,-2.07,-0.24,8.96,SITTING
927,-2.09,-0.38,9.13,SITTING
940,-2.14,-0.47,9.38,SITTING
953,-2.13,-0.40,9.62,SITTING
966,-1.96,0.02,9.66,SITTING
979,-1.75,0.32,9.58,SITTING
992,-1.57,0.31,9.71,SITTING
1005,-1.41,0.02,10.09,SITTING
1018,-1.31,-0.43,10.49,SITTING
1031,-1.21,-1.09,10.99,SITTING
1044,-1.20,-1.70,11.33,SITTING
1057,-1.04,-2.04,11.32,SITTING
1070,-1.04,-2.04,10.87,SITTING
1083,-0.90,-1.79,10.13,SITTING
1098,-0.69,-1.67,9.61,SITTING
1111,-0.55,-1.70,9.33,SITTING
1124,-0.35,-1.50,9.11,SITTING
1137,-0.13,-1.21,8.87,SITTING
1150,0.08,-1.06,8.80,SITTING
1163,0.13,-1.10,8.85,SITTING
1176,0.07,-1.31,9.17,SITTING
1189,-0.13,-1.65,9.68,SITTING
1202,-0.32,-2.08,10.18,SITTING
1215,-0.35,-2.25,10.43,SITTING
1228,-0.31,-2.23,10.55,SITTING
1241,-0.24,-2.16,10.58,SITTING
1254,-0.06,-2.02,10.39,SITTING
1267,0.17,-1.86,10.08,SITTING
1280,0.45,-1.85,9.68,SITTING
1293,0.66,-1.92,9.36,SITTING
1306,0.86,-1.95,9.10,SITTING
1321,0.95,-1.82,8.93,SITTING
1334,0.89,-1.63,8.84,SITTING
1347,0.77,-1.53,8.88,SITTING
1360,0.63,-1.53,8.98,SITTING
1373,0.59,-1.49,9.01,SITTING
1386,0.51,-1.46,9.02,SITTING
1399,0.50,-1.45,9.02,SITTING
1412,0.48,-1.51,9.05,SITTING
1425,0.48,-1.54,9.08,SITTING
1438,0.48,-1.51,9.12,SITTING
1451,0.44,-1.50,9.23,SITTING
1464,0.41,-1.54,9.36,SITTING
1477,0.35,-1.62,9.51,SITTING
1490,0.27,-1.73,9.62,SITTING
1503,0.21,-1.61,9.63,SITTING
1516,0.20,-1.30,9.52,SITTING
1529,0.15,-1.39,9.81,SITTING
1544,-0.07,-1.89,10.43,SITTING
1557,-0.28,-2.21,10.82,SITTING
1570,-0.55,-2.47,11.09,SITTING
1583,-0.92,-2.73,11.37,SITTING
1596,-1.36,-3.06,11.64,SITTING
1609,-1.70,-3.35,11.77,SITTING
1622,-1.88,-3.45,11.74,SITTING
1635,-1.87,-3.30,11.54,SITTING
1648,-1.59,-2.92,11.10,SITTING
1661,-1.25,-2.53,10.41,SITTING
1674,-0.84,-2.20,9.72,SITTING
1687,-0.49,-2.07,9.17,SITTING
1700,-0.20,-2.08,8.84,SITTING
1713,-0.08,-2.20,8.76,SITTING
1726,-0.22,-2.32,8.82,SITTING
1739,-0.50,-2.36,8.91,SITTING
1754,-0.95,-2.30,8.99,SITTING
1767,-1.28,-2.21,9.02,SITTING
1780,-1.49,-2.12,9.03,SITTING
1793,-1.63,-1.98,8.94,SITTING
1806,-1.73,-1.91,8.83,SITTING
1819,-1.79,-1.78,8.75,SITTING
1832,-1.87,-1.60,8.61,SITTING
1845,-1.91,-1.40,8.47,SITTING
1858,-1.89,-1.18,8.37,SITTING
1871,-1.87,-0.95,8.39,SITTING
1884,-1.85,-0.73,8.42,SITTING
1897,-1.93,-0.62,8.52,SITTING
1910,-1.94,-0.54,8.61,SITTING
